time,slip velocity (m/s),accumlated slip (m),axial shortening (mm),normal stress (MPa),shear stress (MPa),temp (¢ªC),friction
2842,0.001639878,7.250996793,0.4850873,0.692575606,0.884497682,28.4,1.277113538
2843,0.004326513,7.255323306,0.47308514,0.661758013,0.812856108,28.8,1.22832832
2844,0.002177205,7.257500511,0.47408532,0.65364812,0.816026089,29.15,1.248418016
2845,0.001908541,7.259409053,0.47308514,0.655270098,0.830608002,29.1,1.267581116
2846,0.002983195,7.262392248,0.47808604,0.673111863,0.842653931,29.15,1.251877997
2847,0.002714532,7.26510678,0.47858613,0.67635582,0.850895882,28.7,1.258059525
2848,0.002445868,7.267552648,0.48558739,0.684465713,0.85786984,28.65,1.253342314
2849,0.002177205,7.269729853,0.48058649,0.682843734,0.855333855,28.4,1.252605556
2850,0.002983195,7.272713049,0.47908622,0.652026141,0.836947965,28.5,1.283611058
2851,0.002177205,7.274890254,0.47408532,0.656892077,0.842653931,29.4,1.282789001
2852,0.002177205,7.277067459,0.47258505,0.65364812,0.819830066,30,1.254237627
2853,0.002714532,7.27978199,0.47458541,0.65364812,0.826804025,29.9,1.264906912
2854,0.002983195,7.282765186,0.48408712,0.669867906,0.853431867,29.35,1.274030088
2855,0.002714532,7.285479718,0.48958811,0.673111863,0.854699859,28.7,1.269773876
2856,0.001908541,7.287388259,0.4900882,0.673111863,0.85786984,28.5,1.274483318
2857,0.002714532,7.290102791,0.48258685,0.67635582,0.873719746,28.4,1.291804876
2858,0.002177205,7.292279996,0.47558559,0.647160205,0.826170029,29.5,1.276608206
2859,0.002714532,7.294994528,0.47358523,0.643916248,0.810320123,29.5,1.258424718
2860,0.002177205,7.297171733,0.47058469,0.635806355,0.814758096,29.2,1.281456358
2861,0.001639878,7.298811611,0.47108478,0.640672291,0.828072017,28.7,1.29250481
2862,0.001371214,7.300182825,0.47558559,0.65364812,0.848993893,28.7,1.29885464
2863,0.002714532,7.302897357,0.47808604,0.663379991,0.872451754,28.6,1.315161394
2864,0.001639878,7.304537235,0.47658577,0.65364812,0.853431867,28.4,1.305644185
2865,0.002714532,7.307251767,0.47608568,0.635806355,0.826804025,28.6,1.300402266
2866,0.002983195,7.310234962,0.47558559,0.640672291,0.816026089,29.55,1.273702797
2867,0.002714532,7.312949494,0.4750855,0.643916248,0.824902036,29.6,1.281070386
2868,0.002983195,7.31593269,0.4800864,0.656892077,0.83948395,29.25,1.277963275
2869,0.003789186,7.319721876,0.48608748,0.661758013,0.835679972,28.7,1.262818064
2870,0.003520522,7.323242398,0.49158847,0.666623948,0.843921923,28.55,1.265964004
2871,0.003251859,7.326494257,0.49058829,0.673111863,0.850895882,28.55,1.264122546
2872,0.002983195,7.329477452,0.48458721,0.689331649,0.801444175,28.6,1.162639459
2873,0.002714532,7.332191984,0.47658577,0.643916248,0.814758096,29.25,1.265316878
2874,0.002714532,7.334906516,0.47558559,0.643916248,0.828706014,29,1.286977951
2875,0.002714532,7.337621048,0.4750855,0.640672291,0.821732055,28.8,1.282609014
2876,0.002714532,7.34033558,0.47308514,0.643916248,0.842019934,28.65,1.30765443
2877,0.002983195,7.343318775,0.4750855,0.645538227,0.846457908,28.7,1.311243662
2878,0.002983195,7.346301971,0.47458541,0.645538227,0.842019934,28.55,1.304368819
2879,0.002714532,7.349016503,0.47408532,0.648782184,0.848993893,28.5,1.308596189
2880,0.002177205,7.351193707,0.47358523,0.645538227,0.829974006,28.8,1.285708532
2881,0.002714532,7.353908239,0.47658577,0.655270098,0.848993893,29.25,1.295639608
2882,0.003789186,7.357697425,0.47808604,0.661758013,0.828072017,28.75,1.251321482
2883,0.001371214,7.35906864,0.48208676,0.661758013,0.824902036,28.4,1.24653124
2884,0.002983195,7.362051835,0.4900882,0.681221756,0.833777983,28.4,1.223945032
2885,0.002445868,7.364497704,0.49308874,0.684465713,0.835679972,28.4,1.220923059
2886,0.001371214,7.365868918,0.48308694,0.68770967,0.863575806,28.25,1.255727299
2887,0.001639878,7.367508796,0.47958631,0.66500197,0.838849953,29.2,1.261424765
2888,0.003520522,7.371029318,0.47958631,0.668245927,0.829974006,29.15,1.242018803
2889,0.002714532,7.37374385,0.47558559,0.660136034,0.831875995,28.9,1.26015844
2890,0.001639878,7.375383728,0.47308514,0.65364812,0.833143987,28.6,1.274606263
2891,0.003520522,7.37890425,0.47658577,0.669867906,0.837581961,28.5,1.250368847
2892,0.002714532,7.381618782,0.47458541,0.666623948,0.83948395,28.35,1.259306617
2893,0.001639878,7.38325866,0.47358523,0.658514055,0.828706014,28.4,1.258448482
2894,0.001908541,7.385167202,0.47358523,0.650404162,0.816026089,28.65,1.254644629
2895,0.003251859,7.388419061,0.47558559,0.660136034,0.793202224,29.25,1.201573893
2896,0.002983195,7.391402256,0.47658577,0.66500197,0.810320123,29.15,1.218522891
2897,0.001639878,7.393042134,0.4800864,0.669867906,0.817928078,28.55,1.221028908
2898,0.002714532,7.395756666,0.48808784,0.686087692,0.829974006,28.45,1.209720006
2899,0.003251859,7.399008525,0.49258865,0.68770967,0.828072017,28.4,1.204101168
2900,0.002714532,7.401723057,0.49208856,0.68770967,0.829974006,28.35,1.206866854
2901,0.003520522,7.405243579,0.48658757,0.67635582,0.846457908,28.6,1.251497929
2902,0.003789186,7.409032765,0.48208676,0.666623948,0.828706014,29.1,1.243138677
2903,0.003251859,7.412284624,0.47808604,0.661758013,0.829974006,28.9,1.254195628
2904,0.002983195,7.415267819,0.4750855,0.658514055,0.829974006,28.6,1.260374018
2905,0.002445868,7.417713688,0.47358523,0.65364812,0.816026089,28.45,1.248418016
2906,0.002714532,7.42042822,0.47558559,0.663379991,0.833143987,28.4,1.255907622
2907,0.002714532,7.423142751,0.47558559,0.671489884,0.836947965,28.45,1.246404427
2908,0.003520522,7.426663274,0.47558559,0.661758013,0.821098059,28.4,1.24078295
2909,0.002177205,7.428840479,0.47308514,0.65364812,0.786228266,28.55,1.202831068
2910,0.001639878,7.430480357,0.47408532,0.655270098,0.787496258,29.15,1.20178879
2911,0.003251859,7.433732216,0.48058649,0.671489884,0.810954119,28.75,1.207693724
2912,0.002445868,7.436178084,0.48458721,0.673111863,0.816026089,28.45,1.212318686
2913,0.002177205,7.438355289,0.48858793,0.67635582,0.8141241,28.3,1.203692016
2914,0.003251859,7.441607148,0.49408892,0.682843734,0.81919607,28.35,1.199683074
2915,0.002177205,7.443784353,0.48608748,0.682843734,0.846457908,28.4,1.239607051
2916,0.002983195,7.446767548,0.48708766,0.671489884,0.862307814,30.1,1.284170967
2917,0.001639878,7.448407426,0.47808604,0.65364812,0.821732055,29.3,1.257147432
2918,0.002714532,7.451121958,0.47558559,0.65364812,0.81919607,28.7,1.253267692
2919,0.002714532,7.45383649,0.47558559,0.652026141,0.817928078,28.55,1.254440621
2920,0.002445868,7.456282358,0.47408532,0.652026141,0.805248153,28.4,1.234993664
2921,0.001908541,7.4581909,0.47258505,0.648782184,0.821098059,28.35,1.265598962
2922,0.002177205,7.460368105,0.47408532,0.65364812,0.817928078,28.4,1.251327822
2923,0.002177205,7.46254531,0.47458541,0.647160205,0.789398247,28.6,1.219787992
2924,0.002983195,7.465528505,0.47558559,0.655270098,0.791300236,29.1,1.207593995
2925,0.003520522,7.469049027,0.47858613,0.668245927,0.798274194,28.85,1.194581459
2926,0.002177205,7.471226232,0.47958631,0.668245927,0.801444175,28.55,1.199325193
2927,0.002177205,7.473403437,0.48758775,0.67635582,0.816026089,28.45,1.206504128
2928,0.003520522,7.47692396,0.49408892,0.686087692,0.819830066,28.4,1.194934811
2929,0.001908541,7.478832501,0.49158847,0.682843734,0.826170029,28.35,1.209896184
2930,0.002983195,7.481815696,0.48658757,0.700685499,0.893373629,29.55,1.274999455
2931,0.002983195,7.484798892,0.48558739,0.666623948,0.853431867,30.6,1.280229834
2932,0.002983195,7.487782087,0.47808604,0.656892077,0.828706014,29.3,1.261555806
2933,0.001639878,7.489421965,0.47408532,0.650404162,0.821732055,28.5,1.263417583
2934,0.002714532,7.492136497,0.47708586,0.656892077,0.817294081,28.6,1.244183193
2935,0.001639878,7.493776375,0.47458541,0.656892077,0.824902036,28.4,1.255764935
2936,0.002177205,7.49595358,0.47558559,0.66500197,0.847725901,28.45,1.274772014
2937,0.001908541,7.497862121,0.47558559,0.66500197,0.831875995,28.4,1.25093764
2938,0.005401167,7.503263288,0.47608568,0.658514055,0.797006202,29.1,1.210310084
2939,0.002177205,7.505440493,0.47458541,0.661758013,0.791300236,29.3,1.195754673
2940,0.002983195,7.508423688,0.4800864,0.677977799,0.812856108,28.85,1.198942074
2941,0.003251859,7.511675547,0.48558739,0.682843734,0.8141241,28.45,1.192255357
2942,0.002445868,7.514121416,0.49158847,0.679599777,0.819830066,28.35,1.206342459
2943,0.002983195,7.517104611,0.49458901,0.686087692,0.816026089,28.3,1.189390364
2944,0.001908541,7.519013153,0.49058829,0.689331649,0.846457908,28.4,1.227940005
2945,0.002177205,7.521190358,0.48558739,0.668245927,0.847725901,29.6,1.268583715
2946,0.002177205,7.523367562,0.48158667,0.660136034,0.836947965,29.25,1.267841659
2947,0.002983195,7.526350758,0.47758595,0.660136034,0.821098059,28.7,1.243831599
2948,0.002983195,7.529333953,0.47708586,0.658514055,0.823000047,28.5,1.249783571
2949,0.002714532,7.532048485,0.47658577,0.656892077,0.81919607,28.4,1.247078628
2950,0.002983195,7.535031681,0.47808604,0.661758013,0.836947965,28.45,1.264734161
2951,0.003520522,7.538552203,0.47708586,0.666623948,0.840751942,28.5,1.261208728
2952,0.002177205,7.540729408,0.47458541,0.648782184,0.810320123,28.65,1.248986398
2953,0.003520522,7.54424993,0.47558559,0.650404162,0.797006202,29.4,1.225401447
2954,0.002445868,7.546695799,0.47608568,0.656892077,0.802078172,29.25,1.221019708
2955,0.002177205,7.548873004,0.48108658,0.661758013,0.812222111,28.65,1.227370271
2956,0.003520522,7.552393526,0.48908802,0.668245927,0.829974006,28.4,1.242018803
2957,0.005401167,7.557794693,0.49308874,0.661758013,0.810954119,28.4,1.225454174
2958,0.002445868,7.560240561,0.49408892,0.671489884,0.830608002,28.35,1.236962792
2959,0.002714532,7.562955093,0.48458721,0.67635582,0.849627889,28.75,1.256184784
2960,0.002714532,7.565669625,0.47908622,0.643916248,0.819830066,29.6,1.273193632
2961,0.002445868,7.568115493,0.47558559,0.640672291,0.807150142,28.75,1.259848683
2962,0.004326513,7.572442006,0.47708586,0.640672291,0.821098059,28.7,1.281619434
2963,0.001639878,7.574081884,0.47258505,0.629318441,0.798908191,28.35,1.269481615
2964,0.002983195,7.57706508,0.47458541,0.640672291,0.828072017,28.45,1.29250481
2965,0.002983195,7.580048275,0.47458541,0.645538227,0.846457908,28.45,1.311243662
2966,0.002445868,7.582494143,0.47308514,0.640672291,0.828072017,28.45,1.29250481
2967,0.002983195,7.585477339,0.47458541,0.635806355,0.797006202,28.9,1.253536073
2968,0.001908541,7.58738588,0.47308514,0.637428334,0.794470217,29.55,1.246367905
2969,0.002983195,7.590369076,0.47708586,0.650404162,0.810320123,29.2,1.245871674
2970,0.003251859,7.593620935,0.48408712,0.660136034,0.814758096,28.6,1.234227575
2971,0.002983195,7.59660413,0.48958811,0.66500197,0.817294081,28.4,1.229010016
2972,0.002177205,7.598781335,0.49108838,0.660136034,0.8141241,28.35,1.233267173
2973,0.002714532,7.601495867,0.49158847,0.673111863,0.829974006,28.35,1.23304023
2974,0.003251859,7.604747726,0.48358703,0.656892077,0.821098059,28.9,1.249974064
2975,0.002714532,7.607462258,0.47708586,0.648782184,0.805882149,29.25,1.24214593
2976,0.002983195,7.610445453,0.47608568,0.648782184,0.80905213,28.65,1.247031978
2977,0.002983195,7.613428648,0.4750855,0.648782184,0.80905213,28.45,1.247031978
2978,0.002983195,7.616411844,0.47458541,0.652026141,0.812222111,28.3,1.245689491
2979,0.002983195,7.619395039,0.47408532,0.661758013,0.847725901,28.35,1.281020984
2980,0.002983195,7.622378235,0.47658577,0.66500197,0.851529878,28.45,1.280492264
2981,0.002983195,7.62536143,0.4750855,0.648782184,0.821098059,28.55,1.265598962
2982,0.002983195,7.628344625,0.47558559,0.65364812,0.805882149,29.15,1.232899055
2983,0.002983195,7.631327821,0.47608568,0.661758013,0.807784138,29.3,1.220663932
2984,0.002983195,7.634311016,0.48058649,0.669867906,0.821098059,28.7,1.225761157
2985,0.002983195,7.637294212,0.48858793,0.681221756,0.833143987,28.4,1.223014356
2986,0.002714532,7.640008743,0.49308874,0.681221756,0.819830066,28.35,1.203470176
2987,0.002714532,7.642723275,0.4950891,0.68770967,0.823634044,28.3,1.197647902
2988,0.001639878,7.644363153,0.48558739,0.68770967,0.83948395,28.15,1.220695282
2989,0.002983195,7.647346349,0.48208676,0.666623948,0.819830066,29.05,1.229823903
2990,0.003520522,7.650866871,0.47808604,0.663379991,0.81919607,28.6,1.23488209
2991,0.002983195,7.653850067,0.47658577,0.656892077,0.817928078,28.4,1.245148338
2992,0.002714532,7.656564598,0.47458541,0.650404162,0.800176183,28.45,1.230275311
2993,0.003251859,7.659816457,0.4750855,0.652026141,0.824902036,28.4,1.265136448
2994,0.002983195,7.662799653,0.47658577,0.65364812,0.85279787,28.4,1.30467425
2995,0.002714532,7.665514185,0.4750855,0.652026141,0.837581961,28.5,1.284583406
2996,0.002445868,7.667960053,0.47408532,0.637428334,0.800176183,28.55,1.255319446
2997,0.003520522,7.671480575,0.47558559,0.648782184,0.805882149,29.45,1.24214593
2998,0.002177205,7.67365778,0.47558559,0.648782184,0.803346164,29.15,1.238237091
2999,0.001639878,7.675297658,0.48108658,0.65364812,0.814758096,28.5,1.246478146
3000,0.003520522,7.678818181,0.49058829,0.663379991,0.824902036,28.4,1.243483444
3001,0.002714532,7.681532713,0.49258865,0.661758013,0.812222111,28.3,1.227370271
3002,0.002714532,7.684247244,0.49208856,0.668245927,0.817294081,28.35,1.223043865
3003,0.002445868,7.686693113,0.48408712,0.681221756,0.863575806,28.2,1.267686769
3004,0.001371214,7.688064327,0.47658577,0.639050312,0.798908191,28.6,1.250149128
3005,0.003251859,7.691316186,0.47658577,0.645538227,0.810320123,28.5,1.255262801
3006,0.002714532,7.694030718,0.47408532,0.640672291,0.805248153,28.4,1.256879944
3007,0.002983195,7.697013914,0.47408532,0.645538227,0.810954119,28.45,1.256244922
3008,0.002714532,7.699728445,0.47408532,0.652026141,0.838849953,28.3,1.286528101
3009,0.002177205,7.70190565,0.47458541,0.656892077,0.840751942,28.25,1.279893565
3010,0.005132503,7.707038154,0.47408532,0.647160205,0.817928078,28.35,1.263872641
3011,0.002445868,7.709484022,0.47458541,0.652026141,0.800176183,29,1.227214881
3012,0.001908541,7.711392564,0.47458541,0.656892077,0.80905213,29.2,1.231636305
3013,0.002983195,7.714375759,0.47908622,0.674733841,0.816026089,28.75,1.209404418
3014,0.003251859,7.717627618,0.48758775,0.681221756,0.831875995,28.3,1.221153006
3015,0.003520522,7.72114814,0.49408892,0.686087692,0.833777983,28.3,1.215264453
3016,0.001639878,7.722788018,0.4950891,0.682843734,0.819830066,28.15,1.200611538
3017,0.001908541,7.72469656,0.48808784,0.686087692,0.833143987,28.1,1.214340379
3018,0.002714532,7.727411091,0.48308694,0.666623948,0.817928078,28.4,1.226970737
3019,0.001908541,7.729319633,0.47658577,0.656892077,0.805882149,28.55,1.226810579
3020,0.002983195,7.732302828,0.47708586,0.660136034,0.821732055,28.4,1.244792001
3021,0.002177205,7.734480033,0.47408532,0.648782184,0.805882149,28.35,1.24214593
3022,0.002445868,7.736925902,0.47458541,0.647160205,0.823000047,28.35,1.271709912
3023,0.003251859,7.740177761,0.47708586,0.656892077,0.848993893,28.4,1.292440453
3024,0.002177205,7.742354965,0.47458541,0.65364812,0.847725901,28.3,1.29691477
3025,0.003520522,7.745875488,0.47658577,0.645538227,0.821732055,28.45,1.272940968
3026,0.002177205,7.748052693,0.47408532,0.642294269,0.805882149,29.2,1.254693039
3027,0.002714532,7.750767225,0.47708586,0.65364812,0.805882149,29.25,1.232899055
3028,0.002445868,7.753213093,0.48108658,0.655270098,0.819830066,28.55,1.251133034
3029,0.002714532,7.755927625,0.48808784,0.661758013,0.823634044,28.35,1.244615143
3030,0.001908541,7.757836166,0.49208856,0.658514055,0.817294081,28.15,1.241118659
3031,0.002983195,7.760819362,0.49408892,0.669867906,0.816026089,28.25,1.21818956
3032,0.001908541,7.762727903,0.48258685,0.67635582,0.849627889,28.2,1.256184784
3033,0.002714532,7.765442435,0.47758595,0.643916248,0.796372206,28.65,1.236763644
3034,0.002445868,7.767888304,0.47358523,0.632562398,0.796372206,28.5,1.258962291
3035,0.003520522,7.771408826,0.47608568,0.639050312,0.807150142,28.4,1.263046314
3036,0.002445868,7.773854694,0.47308514,0.632562398,0.805882149,28.35,1.273996292
3037,0.002445868,7.776300563,0.47358523,0.642294269,0.828706014,28.35,1.290227942
3038,0.002445868,7.778746431,0.47258505,0.645538227,0.842019934,28.25,1.304368819
3039,0.002714532,7.781460963,0.47358523,0.640672291,0.826804025,28.35,1.29052565
3040,0.002983195,7.784444158,0.47408532,0.640672291,0.798274194,28.6,1.245994568
3041,0.002983195,7.787427354,0.47458541,0.643916248,0.798274194,29.3,1.239717427
3042,0.002714532,7.790141886,0.47708586,0.655270098,0.80905213,28.9,1.234684953
3043,0.002445868,7.792587754,0.48458721,0.663379991,0.817294081,28.45,1.232014972
3044,0.002445868,7.795033623,0.49058829,0.66500197,0.8141241,28.3,1.224243141
3045,0.001639878,7.796673501,0.49358883,0.673111863,0.8141241,28.1,1.209493021
3046,0.001371214,7.798044715,0.48858793,0.674733841,0.823000047,28.1,1.219740284
3047,0.002714532,7.800759247,0.48258685,0.660136034,0.812856108,28.55,1.231346368
3048,0.001908541,7.802667788,0.47458541,0.652026141,0.798274194,28.5,1.224297837
3049,0.001639878,7.804307666,0.47458541,0.648782184,0.80398016,28.4,1.239214301
3050,0.002177205,7.806484871,0.47308514,0.647160205,0.807150142,28.4,1.24721844
3051,0.003520522,7.810005394,0.47658577,0.656892077,0.817928078,28.35,1.245148338
3052,0.002177205,7.812182598,0.47358523,0.655270098,0.845823912,28.25,1.290801937
3053,0.002714532,7.81489713,0.47458541,0.666623948,0.846457908,28.25,1.269768226
3054,0.003520522,7.818417653,0.47658577,0.660136034,0.828706014,28.4,1.255356428
3055,0.002177205,7.820594858,0.47408532,0.65364812,0.807784138,28.8,1.23580886
3056,0.005132503,7.825727361,0.47708586,0.669867906,0.80905213,29.15,1.207778614
3057,0.002177205,7.827904566,0.48208676,0.673111863,0.821098059,28.5,1.219853793
3058,0.001639878,7.829544444,0.48908802,0.677977799,0.830608002,28.25,1.225125666
3059,0.002983195,7.832527639,0.49458901,0.682843734,0.824902036,28.25,1.208039255
3060,0.002445868,7.834973508,0.49408892,0.686087692,0.819830066,28.15,1.194934811
3061,0.002445868,7.837419376,0.48558739,0.694197584,0.840751942,28.1,1.211113321
3062,0.003251859,7.840671235,0.48258685,0.673111863,0.814758096,29.1,1.210434909
3063,0.003520522,7.844191757,0.47708586,0.663379991,0.80905213,28.65,1.219590794
3064,0.002445868,7.846637626,0.47558559,0.658514055,0.8141241,28.45,1.236304819
3065,0.002714532,7.849352158,0.4750855,0.65364812,0.812856108,28.4,1.243568341
3066,0.002177205,7.851529363,0.47458541,0.652026141,0.826170029,28.45,1.267081144
3067,0.002177205,7.853706568,0.47458541,0.658514055,0.83948395,28.35,1.274815538
