time,slip velocity (m/s),accumlated slip (m),axial shortening (mm),normal stress (MPa),shear stress (MPa),temp (¢ªC),friction
7891,0.002983195,22.73441472,0.56410152,1.985292546,1.436074406,35.85,0.72335657
7892,0.002177205,22.73659193,0.55559999,1.985292546,1.568579619,37.1,0.790099989
7893,0.003251859,22.73984379,0.56660197,2.009622225,1.73849061,37.95,0.865083292
7894,0.002983195,22.74282698,0.56560179,1.985292546,1.666215039,37.4,0.839279351
7895,0.003251859,22.74607884,0.56610188,1.975560674,1.584429525,36.1,0.802015117
7896,0.005401167,22.75148001,0.55559999,1.967450781,1.363798835,35.6,0.693180662
7897,0.002445868,22.75392588,0.55109918,1.975560674,1.304203189,35.9,0.660168633
7898,0.002714532,22.75664041,0.55209936,1.972316717,1.265529419,36.05,0.641646145
7899,0.003251859,22.75989227,0.55409972,1.975560674,1.320053095,35.95,0.668191624
7900,0.002983195,22.76287546,0.55409972,1.973938696,1.280745329,35.55,0.648827307
7901,0.004057849,22.76693331,0.55660017,1.973938696,1.321321088,35.3,0.669383041
7902,0.002714532,22.76964784,0.55710026,1.975560674,1.306105178,34.95,0.661131392
7903,0.002983195,22.77263104,0.57160287,1.99178046,1.297229231,34.7,0.651291273
7904,0.002983195,22.77561423,0.56860233,1.99178046,1.327027054,34.65,0.666251668
7905,0.002983195,22.77859743,0.56460161,1.999890353,1.418322511,34.95,0.709200136
7906,0.003520522,22.78211795,0.5550999,1.999890353,1.45889827,35.9,0.729489128
7907,0.000833887,22.78295184,0.56310134,2.025842011,1.668751024,36.85,0.823732065
7908,0.003520522,22.78647236,0.56810224,2.025842011,1.711228772,37.7,0.844700012
7909,0.005401167,22.79187353,0.56560179,1.999890353,1.644025171,37.25,0.822057653
7910,0.00486384,22.79673737,0.56210116,1.986914525,1.487428101,36.55,0.748612023
7911,0.00566983,22.8024072,0.55259945,1.99178046,1.353654895,35.9,0.679620532
7912,0.00566983,22.80807703,0.55309954,1.988536503,1.326393057,36.05,0.667019718
7913,0.00566983,22.81374686,0.55559999,1.986914525,1.231927619,35.9,0.62002044
7914,0.003520522,22.81726738,0.5550999,1.982048589,1.233829607,35.8,0.6225022
7915,0.003251859,22.82051924,0.55459981,1.978804632,1.303569193,35.55,0.65876599
7916,0.003789186,22.82430843,0.55610008,1.982048589,1.266797411,35.25,0.639135397
7917,0.002177205,22.82648563,0.56060089,1.978804632,1.337170993,34.8,0.675746848
7918,0.002983195,22.82946883,0.56810224,1.988536503,1.319419099,34.4,0.663512637
7919,0.002983195,22.83245202,0.56910242,1.995024417,1.325125065,34.6,0.664214961
7920,0.002714532,22.83516655,0.56560179,1.990158482,1.432904425,34.65,0.719995135
7921,0.003520522,22.83868708,0.55960071,1.99178046,1.503278007,35.7,0.754740814
7922,0.002714532,22.84140161,0.56210116,2.011244203,1.656071099,37.65,0.823406276
7923,0.002983195,22.8443848,0.56210116,1.998268375,1.670019016,37.9,0.835733096
7924,0.003789186,22.84817399,0.56360143,1.986914525,1.585697517,37.65,0.798070323
7925,0.002177205,22.85035119,0.55860053,1.970694739,1.448754331,36.35,0.735149033
7926,0.00486384,22.85521503,0.55159927,1.972316717,1.321321088,35.9,0.669933523
7927,0.005938494,22.86115353,0.55309954,1.970694739,1.264895423,36,0.64185254
7928,0.003789186,22.86494271,0.55409972,1.967450781,1.33780499,36.05,0.67996872
7929,0.003789186,22.8687319,0.55209936,1.967450781,1.293425253,35.85,0.657411746
7930,0.002983195,22.8717151,0.55309954,1.964206824,1.346680937,35.55,0.685610558
7931,0.002714532,22.87442963,0.56610188,1.98042661,1.378380749,35.3,0.696001933
7932,0.002983195,22.87741282,0.56560179,1.978804632,1.342876959,34.75,0.67863039
7933,0.002445868,22.87985869,0.56260125,1.972316717,1.35619088,34.5,0.687613135
7934,0.005938494,22.88579718,0.56460161,1.986914525,1.409446564,34.5,0.709364468
7935,0.002714532,22.88851172,0.55559999,1.983670567,1.514689939,34.55,0.763579379
7936,0.003520522,22.89203224,0.55159927,1.999890353,1.617397329,35.65,0.808743002
7937,0.003520522,22.89555276,0.55259945,2.004756289,1.705522805,37.35,0.850738224
7938,0.002983195,22.89853596,0.55159927,1.982048589,1.559069675,38.4,0.786595084
7939,0.00566983,22.90420579,0.550099,1.970694739,1.392328666,37.7,0.706516661
7940,0.00486384,22.90906963,0.55059909,1.965828803,1.242705554,36.7,0.632153498
7941,0.002177205,22.91124683,0.55059909,1.960962867,1.166626006,36.15,0.594925088
7942,0.003789186,22.91503602,0.55359963,1.96907276,1.231927619,36,0.625638444
7943,0.00486384,22.91989986,0.55209936,1.959340888,1.22495366,35.65,0.625186596
7944,0.002983195,22.92288305,0.55309954,1.964206824,1.295327242,35.35,0.659465809
7945,-0.000240767,22.92264229,0.56660197,1.975560674,1.344144952,34.75,0.68038657
7946,0.002983195,22.92562548,0.56660197,1.977182653,1.3866227,34.65,0.701312394
7947,0.002714532,22.92834001,0.56560179,1.965828803,1.38155073,34.3,0.70278283
7948,0.003789186,22.9321292,0.56660197,1.988536503,1.406276583,34.35,0.707191737
7949,0.003789186,22.93591839,0.56560179,1.99178046,1.50771598,34.3,0.756968958
7950,0.002445868,22.93836425,0.55960071,1.975560674,1.53307583,34.45,0.776020625
7951,0.002983195,22.94134745,0.56060089,1.983670567,1.623103295,35.4,0.818232282
7952,0.002714532,22.94406198,0.55660017,1.967450781,1.567945623,37.15,0.796942743
7953,0.002445868,22.94650785,0.55409972,1.967450781,1.520395905,39.55,0.772774557
7954,0.005401167,22.95190902,0.55209936,1.96907276,1.335903001,37.4,0.67844268
7955,0.00486384,22.95677286,0.55159927,1.965828803,1.349850918,36.3,0.686657412
7956,0.003520522,22.96029338,0.55359963,1.975560674,1.269967393,36.05,0.642838972
7957,0.003520522,22.9638139,0.55359963,1.977182653,1.321955084,35.7,0.668605443
7958,0.002445868,22.96625977,0.55309954,1.978804632,1.344144952,35.45,0.679271177
7959,0.002177205,22.96843697,0.55559999,1.973938696,1.35619088,35.2,0.687048125
7960,0.003520522,22.9719575,0.55910062,1.993402439,1.444950353,34.95,0.724866352
7961,0.003789186,22.97574668,0.55960071,2.00313431,1.521029901,34.65,0.759324971
7962,0.003251859,22.97899854,0.56210116,2.006378268,1.515323935,34.35,0.755253364
7963,0.00566983,22.98466837,0.56760215,2.011244203,1.504545999,34.55,0.748067289
7964,0.002177205,22.98684558,0.56560179,2.00313431,1.451924312,34.65,0.724826241
7965,0.002983195,22.98982877,0.56260125,2.00313431,1.424028477,34.9,0.710900148
7966,0.001102551,22.99093132,0.56560179,2.014488161,1.601547423,35.1,0.795014562
7967,0.002983195,22.99391452,0.56460161,2.011244203,1.607253389,35.65,0.799133883
7968,0.00566983,22.99958435,0.56310134,1.995024417,1.514689939,39.55,0.759233785
7969,0.002445868,23.00203022,0.55810044,1.998268375,1.587599506,36.8,0.79448763
7970,0.004057849,23.00608807,0.56060089,2.017732118,1.644025171,35.9,0.814788621
7971,0.00566983,23.0117579,0.55459981,2.016110139,1.603449412,35.6,0.795318361
7972,0.005938494,23.01769639,0.55660017,1.993402439,1.444950353,35.85,0.724866352
7973,0.006207157,23.02390355,0.55660017,1.990158482,1.3866227,36.15,0.696739839
7974,0.002714532,23.02661808,0.55559999,1.99178046,1.335903001,36.35,0.670707956
7975,0.003520522,23.0301386,0.55559999,1.988536503,1.432270429,35.9,0.720263584
7976,0.003789186,23.03392779,0.55660017,1.988536503,1.46397024,35.35,0.736204861
7977,0.002714532,23.03664232,0.55459981,2.00313431,1.541951777,34.95,0.76976954
7978,0.002714532,23.03935685,0.55259945,1.996646396,1.48933009,35,0.745915798
7979,0.002714532,23.04207138,0.55259945,1.990158482,1.48933009,35.45,0.748347483
7980,0.004057849,23.04612923,0.55409972,2.006378268,1.477918157,35.9,0.736609931
7981,0.002983195,23.04911243,0.55309954,2.001512332,1.425930466,36.45,0.71242652
7982,0.003520522,23.05263295,0.55459981,2.00313431,1.409446564,36.8,0.703620599
7983,0.002983195,23.05561615,0.55409972,2.004756289,1.409446564,36.95,0.703051324
7984,0.003520522,23.05913667,0.55559999,2.008000246,1.429100447,36.95,0.711703323
7985,0.00486384,23.06400051,0.55059909,1.985292546,1.407544575,36.7,0.708985977
7986,0.002983195,23.0669837,0.55209936,1.990158482,1.428466451,36.4,0.717765175
7987,0.003520522,23.07050423,0.55559999,1.978804632,1.434172417,36.45,0.724767061
7988,0.002714532,23.07321876,0.55259945,1.98042661,1.498840033,36.25,0.75682685
7989,0.002983195,23.07620195,0.55409972,1.986914525,1.499474029,36.15,0.754674653
7990,0.002445868,23.07864782,0.55259945,1.975560674,1.523565886,35.8,0.771206831
7991,0.002445868,23.08109369,0.55309954,1.982048589,1.527369864,35.25,0.770601625
7992,0.00566983,23.08676352,0.55459981,1.973938696,1.483624123,35.35,0.751605978
7993,0.005401167,23.09216469,0.55459981,1.98042661,1.506447988,35.55,0.760668424
7994,0.002445868,23.09461056,0.55359963,1.982048589,1.483624123,35.5,0.748530653
7995,0.003520522,23.09813108,0.55459981,1.98042661,1.482990127,35.55,0.748823571
7996,0.003789186,23.10192026,0.55559999,1.978804632,1.448754331,35.55,0.732136113
7997,0.002983195,23.10490346,0.55559999,1.98042661,1.484892116,35.65,0.749783965
7998,0.002714532,23.10761799,0.55309954,1.988536503,1.45889827,35.8,0.733654257
7999,0.002983195,23.11060119,0.55459981,1.995024417,1.557167687,36.1,0.780525628
8000,0.002983195,23.11358438,0.55359963,1.990158482,1.555899694,35.8,0.781796881
8001,0.002714532,23.11629891,0.55409972,1.999890353,1.598377442,35.7,0.799232538
8002,0.002983195,23.11928211,0.55960071,1.96907276,1.474748176,35.5,0.748955654
8003,0.002983195,23.12226531,0.56710206,1.970694739,1.487428101,35.35,0.754773467
8004,0.003789186,23.12605449,0.56660197,1.973938696,1.541317781,35.35,0.780833662
8005,0.002983195,23.12903769,0.56460161,1.977182653,1.573017593,35.3,0.79558537
8006,0.002445868,23.13148356,0.56410152,1.965828803,1.578723559,35,0.803082932
8007,0.002177205,23.13366076,0.55810044,1.96907276,1.634515227,35.35,0.83009387
8008,0.003520522,23.13718128,0.55209936,1.967450781,1.657973088,35.55,0.842701176
8009,0.003520522,23.1407018,0.55459981,1.986914525,1.690940892,35.45,0.851038568
8010,0.002983195,23.143685,0.55259945,1.975560674,1.597743446,35.9,0.808754429
8011,0.003520522,23.14720552,0.55459981,1.967450781,1.545121758,36.1,0.785342014
8012,0.002983195,23.15018872,0.55309954,1.96907276,1.545121758,35.95,0.784695106
8013,0.002983195,23.15317191,0.55309954,1.965828803,1.502644011,35.95,0.764381928
8014,0.002445868,23.15561778,0.55209936,1.962584846,1.525467875,36.05,0.777274867
8015,0.002714532,23.15833231,0.55409972,1.98042661,1.62056731,35.9,0.81829203
8016,0.004057849,23.16239016,0.55559999,1.990158482,1.630077254,35.7,0.819069068
8017,0.003251859,23.16564202,0.5550999,1.977182653,1.601547423,35.4,0.810014907
8018,0.003251859,23.16889388,0.55960071,1.970694739,1.634515227,35.3,0.829410662
8019,0.002983195,23.17187708,0.56860233,1.977182653,1.622469299,35,0.820596568
8020,0.004057849,23.17593493,0.56760215,1.970694739,1.618665321,35,0.821367861
8021,0.002983195,23.17891812,0.56610188,1.973938696,1.654803107,35.3,0.838325481
8022,0.002177205,23.18109533,0.56260125,1.972316717,1.666849035,35.35,0.845122399
8023,0.003520522,23.18461585,0.55559999,1.967450781,1.677626971,35.25,0.852690693
8024,0.002983195,23.18759904,0.55559999,1.983670567,1.698548847,35.5,0.856265589
8025,0.002983195,23.19058224,0.55359963,1.990158482,1.617397329,36.2,0.812697754
8026,0.004057849,23.19464009,0.55409972,1.973938696,1.579991551,36.15,0.800425846
8027,0.003789186,23.19842927,0.55559999,1.977182653,1.595841457,36.15,0.807129
8028,0.003789186,23.20221846,0.55660017,1.986914525,1.557167687,36.05,0.783711462
8029,0.003520522,23.20573898,0.55660017,1.988536503,1.592671476,35.9,0.800926447
8030,0.002714532,23.20845351,0.5550999,1.978804632,1.594573464,35.8,0.805826628
8031,0.002714532,23.21116805,0.55610008,1.985292546,1.647829148,35.7,0.830018302
8032,0.004057849,23.2152259,0.55760035,1.978804632,1.631345246,35.5,0.824409454
8033,0.003520522,23.21874642,0.5601008,1.99178046,1.654169111,35.4,0.83049771
8034,0.002983195,23.22172961,0.56560179,1.986914525,1.624371287,35.25,0.817534558
8035,0.002714532,23.22444415,0.57060269,1.99178046,1.680796952,35.1,0.843866574
8036,0.002983195,23.22742734,0.56910242,1.999890353,1.661777065,35.35,0.830934087
8037,0.005938494,23.23336583,0.56810224,2.00313431,1.675724982,35.35,0.836551485
8038,0.002714532,23.23608037,0.56060089,1.995024417,1.65924108,35.25,0.83168961
8039,0.003520522,23.23960089,0.56060089,2.008000246,1.686502918,35.7,0.839891789
8040,0.002714532,23.24231542,0.55860053,1.993402439,1.656071099,36.7,0.830776098
8041,0.002714532,23.24502995,0.55660017,1.983670567,1.647829148,36.55,0.830696979
8042,0.003520522,23.24855048,0.55710026,1.983670567,1.611691363,36.5,0.812479345
8043,0.003520522,23.252071,0.55559999,1.986914525,1.644025171,36.5,0.827426218
8044,0.005401167,23.25747216,0.55409972,1.977182653,1.594573464,36.15,0.806487687
8045,0.003251859,23.26072402,0.5550999,1.972316717,1.613593352,36.15,0.818120811
8046,0.002983195,23.26370722,0.55309954,1.967450781,1.645293163,36.05,0.836256327
8047,0.004057849,23.26776507,0.55559999,1.970694739,1.62563928,35.95,0.824906693
8048,0.002714532,23.2704796,0.55559999,1.967450781,1.654803107,35.7,0.841089964
8049,0.003789186,23.27426879,0.56110098,1.982048589,1.691574888,35.55,0.85344774
8050,0.002983195,23.27725198,0.5651017,1.978804632,1.698548847,35.55,0.85837117
8051,0.002177205,23.27942919,0.56610188,1.973938696,1.691574888,35.75,0.856954115
8052,0.005401167,23.28483035,0.56660197,1.982048589,1.689038903,35.7,0.852168263
8053,0.002445868,23.28727622,0.5601008,1.975560674,1.682064945,35.6,0.851436742
8054,0.002714532,23.28999075,0.56110098,1.975560674,1.611691363,36.15,0.815814661
8055,0.002177205,23.29216796,0.55960071,1.977182653,1.603449412,36.4,0.810976876
8056,0.003789186,23.29595714,0.56210116,1.972316717,1.57682157,36.75,0.799476857
8057,0.002714532,23.29867168,0.55960071,1.95771891,1.588867498,36.9,0.81159123
8058,0.002983195,23.30165487,0.56160107,1.96907276,1.618665321,36.65,0.822044444
8059,0.002983195,23.30463807,0.55860053,1.960962867,1.573651589,36.5,0.802489234
8060,0.002983195,23.30762126,0.5550999,1.959340888,1.574919581,36.4,0.803800702
8061,0.002714532,23.31033579,0.55459981,1.956096931,1.579991551,36.15,0.807726614
8062,0.004057849,23.31439364,0.5550999,1.95771891,1.617397329,36.1,0.826164227
8063,0.003520522,23.31791417,0.55660017,1.956096931,1.591403483,35.95,0.813560646
8064,0.003520522,23.32143469,0.55860053,1.970694739,1.647195152,35.95,0.835844903
8065,0.005401167,23.32683586,0.5601008,1.959340888,1.619299318,36.1,0.826451041
8066,0.003520522,23.33035638,0.55910062,1.978804632,1.647195152,36.2,0.832419293
8067,0.002714532,23.33307091,0.55760035,1.98042661,1.666215039,36.1,0.841341472
8068,0.002983195,23.33605411,0.55710026,1.985292546,1.612325359,36.15,0.812134898
8069,0.002714532,23.33876864,0.55810044,1.999890353,1.583795529,36.6,0.791941181
8070,0.001639878,23.34040851,0.55810044,1.993402439,1.61042337,36.5,0.807876693
8071,0.004057849,23.34446636,0.55960071,1.995024417,1.603449412,36.85,0.803724204
8072,0.002983195,23.34744956,0.55910062,2.00313431,1.606619393,37.05,0.802052755
8073,0.002983195,23.35043276,0.55910062,1.995024417,1.548925736,36.9,0.776394375
8074,0.003251859,23.35368461,0.55910062,1.99178046,1.592671476,36.8,0.799622
8075,0.002445868,23.35613048,0.55559999,1.998268375,1.637051212,36.65,0.81923491
8076,0.002445868,23.35857635,0.55559999,1.990158482,1.614227348,36.45,0.811104926
8077,0.002983195,23.36155955,0.55810044,1.99178046,1.601547423,36.15,0.804078288
8078,0.003251859,23.36481141,0.56410152,1.988536503,1.61042337,36.1,0.809853562
8079,0.002983195,23.3677946,0.56910242,1.977182653,1.61042337,36,0.814504096
8080,0.006207157,23.37400176,0.56460161,1.98042661,1.61549534,36.15,0.81573098
8081,0.003520522,23.37752228,0.56160107,1.99178046,1.628175265,36.35,0.817447152
8082,0.004057849,23.38158013,0.56060089,2.001512332,1.67952896,36.65,0.839129958
8083,0.002714532,23.38429466,0.56160107,1.986914525,1.652267122,37.15,0.831574334
8084,0.002983195,23.38727786,0.56160107,1.975560674,1.602815416,37.8,0.811321786
8085,0.002714532,23.38999239,0.56160107,1.962584846,1.593939468,37.35,0.812163343
8086,0.002177205,23.39216959,0.56110098,1.967450781,1.568579619,37.2,0.797264986
8087,0.002983195,23.39515279,0.56160107,1.967450781,1.564775641,37.05,0.795331531
8088,0.002714532,23.39786732,0.55810044,1.959340888,1.531173841,37.35,0.781473939
8089,0.002983195,23.40085052,0.55559999,1.967450781,1.543853766,37.1,0.784697529
8090,0.002983195,23.40383371,0.55409972,1.954474953,1.557167687,36.95,0.796719183
8091,0.002445868,23.40627958,0.55409972,1.95771891,1.596475453,36.75,0.815477363
8092,0.002177205,23.40845679,0.55860053,1.967450781,1.587599506,36.2,0.80693226
8093,0.002714532,23.41117132,0.56460161,1.977182653,1.622469299,36.2,0.820596568
8094,0.002983195,23.41415451,0.56810224,1.96907276,1.600279431,36.2,0.812707109
8095,0.002983195,23.41713771,0.56660197,1.982048589,1.638319205,36.2,0.82657873
8096,0.003789186,23.42092689,0.56560179,1.985292546,1.637051212,36.45,0.824589412
8097,0.002177205,23.4231041,0.56310134,2.001512332,1.707424794,36.8,0.853067337
8098,0.002445868,23.42554997,0.56660197,1.996646396,1.654169111,37.25,0.828473742
8099,0.002714532,23.4282645,0.56660197,1.978804632,1.578723559,38.05,0.79781679
8100,0.002714532,23.43097903,0.56610188,1.982048589,1.582527536,37.55,0.798430243
8101,0.002714532,23.43369356,0.5651017,1.983670567,1.525467875,37.35,0.769012708
8102,0.003251859,23.43694542,0.56560179,1.998268375,1.54321977,37.1,0.772278533
8103,0.002983195,23.43992862,0.56410152,1.990158482,1.531173841,36.9,0.769372819
8104,0.002983195,23.44291181,0.5601008,1.982048589,1.541951777,36.9,0.777958616
8105,0.002714532,23.44562634,0.55559999,1.973938696,1.584429525,36.85,0.80267413
8106,0.003520522,23.44914687,0.55910062,1.990158482,1.606619393,36.55,0.807282137
8107,0.003251859,23.45239873,0.56060089,1.975560674,1.609789374,36.2,0.814851903
8108,0.002714532,23.45511326,0.56310134,1.973938696,1.626273276,36,0.823872231
8109,0.003251859,23.45836512,0.56560179,1.982048589,1.604717404,36.05,0.809625664
8110,0.003520522,23.46188564,0.56460161,1.988536503,1.631979242,36.15,0.820693631
8111,0.002983195,23.46486883,0.56210116,1.995024417,1.6896729,36.4,0.846943468
8112,0.002445868,23.4673147,0.56310134,1.983670567,1.62563928,36.7,0.819510712
8113,0.002445868,23.46976057,0.56410152,1.985292546,1.569847611,37.6,0.790738682
8114,0.003520522,23.47328109,0.56360143,1.970694739,1.566043634,37.05,0.794665761
8115,0.002983195,23.47626429,0.56460161,1.975560674,1.550193728,37,0.784685456
8116,0.002445868,23.47871016,0.56210116,1.970694739,1.560971664,37.1,0.792092065
8117,0.004057849,23.48276801,0.56460161,1.967450781,1.564775641,37.15,0.795331531
8118,0.002983195,23.4857512,0.55860053,1.964206824,1.526101871,37.05,0.776955793
8119,0.002983195,23.4887344,0.55309954,1.951230995,1.54321977,36.85,0.790895477
8120,0.002177205,23.4909116,0.55409972,1.954474953,1.607253389,36.8,0.82234535
8121,0.003789186,23.49470079,0.56060089,1.96907276,1.606619393,36.65,0.81592688
8122,0.003251859,23.49795265,0.56160107,1.970694739,1.636417216,36.1,0.830375798
8123,0.002714532,23.50066718,0.5651017,1.970694739,1.638953201,35.95,0.831662646
8124,0.002983195,23.50365037,0.56460161,1.975560674,1.657973088,36.05,0.839241796
8125,0.003251859,23.50690223,0.56410152,1.972316717,1.663045058,36.25,0.843193714
8126,0.002714532,23.50961677,0.56310134,1.983670567,1.724542693,36.35,0.869369502
8127,0.002983195,23.51259996,0.56810224,1.990158482,1.622469299,36.75,0.81524628
8128,0.003520522,23.51612048,0.56760215,1.982048589,1.645293163,37.05,0.830097291
8129,0.003251859,23.51937234,0.56810224,1.986914525,1.606619393,36.95,0.808600155
8130,0.002983195,23.52235554,0.56810224,1.986914525,1.609789374,37.15,0.810195584
8131,0.002177205,23.52453274,0.56710206,1.982048589,1.61042337,37.25,0.812504486
8132,0.003251859,23.5277846,0.56560179,1.973938696,1.593939468,37.05,0.80749188
8133,0.003520522,23.53130512,0.56160107,1.982048589,1.575553577,36.9,0.794911682
8134,0.002714532,23.53401966,0.55710026,1.975560674,1.600279431,36.75,0.810038108
8135,0.003520522,23.53754018,0.56110098,1.995024417,1.6053514,36.5,0.80467757
8136,0.003520522,23.5410607,0.56460161,1.983670567,1.619299318,36.4,0.816314636
8137,0.003520522,23.54458122,0.57110278,1.998268375,1.657973088,36.15,0.829704913
8138,0.002983195,23.54756442,0.57310314,2.006378268,1.6896729,36,0.842150718
8139,0.001908541,23.54947296,0.5701026,1.996646396,1.689038903,36.3,0.845937922
8140,0.002177205,23.55165016,0.56810224,1.999890353,1.72834667,36.6,0.864220714
8141,0.002714532,23.5543647,0.57260305,2.014488161,1.638319205,36.7,0.813268222
8142,0.003520522,23.55788522,0.57360323,2.00313431,1.604717404,36.85,0.801103249
8143,0.002177205,23.56006242,0.57160287,1.988536503,1.584429525,36.75,0.796781715
8144,0.002983195,23.56304562,0.57160287,1.995024417,1.548925736,37.25,0.776394375
8145,0.002714532,23.56576015,0.57060269,1.986914525,1.550193728,37.55,0.780201518
8146,0.002445868,23.56820602,0.56460161,1.983670567,1.543853766,37.15,0.778281329
8147,0.002983195,23.57118921,0.56110098,1.977182653,1.524199882,36.75,0.770894829
8148,0.002983195,23.57417241,0.55710026,1.977182653,1.578723559,36.7,0.798471277
8149,0.003520522,23.57769293,0.55810044,1.982048589,1.590769487,36.4,0.802588542
8150,0.002983195,23.58067613,0.55810044,1.975560674,1.589501495,35.9,0.804582474
8151,0.002445868,23.583122,0.56310134,1.983670567,1.618665321,35.9,0.815995029
8152,0.002983195,23.58610519,0.57060269,1.983670567,1.654169111,36,0.833893056
8153,0.002177205,23.5882824,0.57110278,1.990158482,1.712496764,36.1,0.86048261
8154,0.002714532,23.59099693,0.57110278,1.996646396,1.724542693,36.05,0.863719633
8155,0.003789186,23.59478611,0.57210296,2.00313431,1.799988244,36.05,0.898585899
8156,0.002983195,23.59776931,0.57060269,1.978804632,1.644025171,36.9,0.830817325
8157,0.002983195,23.60075251,0.56960251,1.970694739,1.555265698,37.1,0.789196656
8158,0.003251859,23.60400436,0.56760215,1.970694739,1.582527536,38.85,0.803030274
8159,0.003789186,23.60779355,0.56860233,1.975560674,1.578089562,37.95,0.79880592
8160,0.002445868,23.61023942,0.56560179,1.973938696,1.5717496,37.25,0.796250463
8161,0.003520522,23.61375994,0.56410152,1.967450781,1.602815416,37.05,0.81466608
8162,0.003520522,23.61728046,0.55860053,1.962584846,1.573017593,36.8,0.801502975
8163,0.004326513,23.62160698,0.55359963,1.951230995,1.547023747,36.4,0.792845004
8164,0.002714532,23.62432151,0.55559999,1.956096931,1.597743446,36.55,0.816801775
8165,0.002445868,23.62676738,0.55710026,1.951230995,1.606619393,36.2,0.823387593
8166,0.002177205,23.62894458,0.55960071,1.954474953,1.62056731,36.65,0.829157369
8167,0.002983195,23.63192778,0.56610188,1.975560674,1.644025171,36.55,0.832181563
8168,0.002983195,23.63491097,0.56910242,1.98042661,1.683966934,36.5,0.850305144
8169,0.002714532,23.6376255,0.56810224,1.990158482,1.72834667,36.4,0.868446752
8170,0.003789186,23.64141469,0.57110278,2.004756289,1.645927159,36.4,0.821011097
8171,0.001908541,23.64332323,0.56810224,1.988536503,1.637051212,36.15,0.823244235
8172,0.004057849,23.64738108,0.57110278,1.988536503,1.606619393,36.75,0.807940609
8173,0.002714532,23.65009561,0.57110278,1.986914525,1.609789374,37.65,0.810195584
8174,0.002445868,23.65254148,0.56960251,1.990158482,1.61042337,37.25,0.809193532
8175,0.002983195,23.65552468,0.56960251,1.986914525,1.633247235,37.2,0.822001759
8176,0.003520522,23.6590452,0.56660197,1.985292546,1.616129336,36.8,0.814050977
8177,0.002983195,23.66202839,0.55960071,1.975560674,1.589501495,36.2,0.804582474
8178,0.003520522,23.66554892,0.55960071,1.982048589,1.597743446,36.1,0.806107103
8179,0.003251859,23.66880078,0.55910062,1.982048589,1.647195152,36.95,0.831056898
8180,0.003520522,23.6723213,0.56060089,1.986914525,1.637051212,37.9,0.823916274
8181,0.002983195,23.67530449,0.56710206,1.99178046,1.661777065,37.3,0.834317385
8182,0.002983195,23.67828769,0.56810224,1.998268375,1.6896729,36.75,0.845568554
8183,0.002983195,23.68127088,0.56960251,2.004756289,1.6896729,36.4,0.842832073
8184,0.00566983,23.68694071,0.57060269,2.014488161,1.592671476,36.65,0.790608506
8185,0.003789186,23.6907299,0.56810224,1.995024417,1.661777065,36.7,0.832960765
8186,0.002983195,23.6937131,0.56810224,2.008000246,1.647829148,36.4,0.820631945
8187,0.002983195,23.69669629,0.56810224,1.998268375,1.583795529,37.4,0.792583994
8188,0.004057849,23.70075414,0.56960251,1.993402439,1.608521382,37.55,0.806922551
8189,0.002983195,23.70373734,0.56710206,1.99178046,1.647829148,37.05,0.827314647
8190,0.002714532,23.70645187,0.56710206,1.978804632,1.634515227,37.25,0.826011422
8191,0.002983195,23.70943506,0.56260125,1.970694739,1.629443257,36.75,0.826836965
8192,0.003520522,23.71295559,0.5601008,1.96907276,1.624371287,36.4,0.824942237
8193,0.002983195,23.71593878,0.55860053,1.964206824,1.583795529,36.9,0.806328289
8194,0.003251859,23.71919064,0.55710026,1.962584846,1.616129336,39,0.823469793
8195,0.002714532,23.72190517,0.56410152,1.967450781,1.650365133,39.15,0.838834267
8196,0.003520522,23.72542569,0.57110278,1.983670567,1.647195152,37.65,0.830377372
8197,0.002714532,23.72814023,0.57210296,1.978804632,1.650999129,37.05,0.834341654
8198,0.003251859,23.73139208,0.57110278,1.990158482,1.708692787,37.15,0.858571215
8199,0.003520522,23.73491261,0.56960251,1.965828803,1.573017593,37.15,0.800180357
8200,0.002983195,23.7378958,0.56610188,1.995024417,1.616129336,36.75,0.810079978
8201,0.002445868,23.74034167,0.56760215,1.986914525,1.621201306,36.95,0.815939129
8202,0.003520522,23.74386219,0.56960251,1.986914525,1.579991551,38.15,0.795198551
8203,0.002983195,23.74684539,0.56810224,1.986914525,1.58189354,37.7,0.796155809
8204,0.004057849,23.75090324,0.56960251,1.990158482,1.671921005,37.6,0.840094405
8205,0.002177205,23.75308044,0.56310134,1.964206824,1.61042337,36.9,0.819884826
8206,0.003251859,23.7563323,0.56210116,1.967450781,1.621201306,36.45,0.824011112
8207,0.002983195,23.7593155,0.55810044,1.962584846,1.638319205,36.3,0.834776243
8208,0.003789186,23.76310468,0.55710026,1.965828803,1.564775641,38.7,0.795987748
8209,0.002714532,23.76581922,0.55960071,1.959340888,1.557167687,41.4,0.794740566
8210,0.003789186,23.7696084,0.56710206,1.978804632,1.596475453,38.9,0.806787809
8211,0.003251859,23.77286026,0.56960251,1.988536503,1.598377442,37.65,0.803795877
8212,0.003251859,23.77611212,0.56910242,1.990158482,1.659875077,37,0.834041656
8213,0.005938494,23.78205061,0.57060269,1.983670567,1.617397329,37.9,0.815355813
8214,0.002983195,23.78503381,0.56410152,1.983670567,1.562873653,36.9,0.787869558
